name,author_title,review_text,review_rating
UPS Warehouse,Mansour Alajmi (Mun9),Still ups is lacking in services considered this company one of the biggest in the world. No communication or professional customer service.,1
UPS,manuel reblando,Nor recommended,1
UPS Warehouse,manuel reblando,Not recommended,1
FedEx Service Center - Dubai Internet City,Martina Trudeau,,1
UPS Warehouse,Mary John,"The worest thing ever that I deal with in KSA
In US & UK it's the best and the fastest",1
BARQ,Master Mood,"(Translated by Google) Wake up, do not sign a document for a prohibited or illegal matter. You must file a complaint against them. Advice from a brother. Even if a mentally ill person comes to them, he will not sign it. Thank you.

(Original)
إصحوا لا توقعوا على سند امر ممنوع و مخالف لازم تشتكون عليهم نصيحة اخ حتى اذا جاهم مختل عقليًا ماوقع وشكرًا",1
BARQ,Master Mood,"(Translated by Google) Wake up, do not sign a document for a prohibited or illegal matter. You must file a complaint against them. Advice from a brother. Even if a mentally ill person comes to them, he will not sign it. Thank you.

(Original)
إصحوا لا توقعوا على سند امر ممنوع و مخالف لازم تشتكون عليهم نصيحة اخ حتى اذا جاهم مختل عقليًا ماوقع وشكرًا",1
UPS Warehouse,Mati Ur RASOOL Ashraf VIRK,They need to improve their services.,1
UPS Warehouse,Mats Astrom,"After waiting for my shipment for 5 days I went to UPS warehouse. There it was, clearly stating call consigned before the delivery with my mobile correctly and clearly written.. Did UPS bother, NO.
That is their door to door service.
Absolutely worthless customer care, avoid UPS in Saudi.",1
UPS,Mats Astrom,"They mix up address, do not care to find the correct address and they never answer the phone. Why does anybody ever use UPS",1
UPS Warehouse,Mats Astrom,"After waiting for my shipment for 5 days I went to UPS warehouse. There it was, clearly stating call consigned before the delivery with my mobile correctly and clearly written.. Did UPS bother, NO.
That is their door to door service.
Absolutely worthless customer care, avoid UPS in Saudi.",1
UPS,Max Sor,STAY AWAY. The worst experience ever. Bunch of lazy *ss rude workers who will do anything to avoid delivery.,1
UPS,mazen Ay,"(Translated by Google) The worst delivery company ever. Poor handling, delays, and customer service like asphalt

(Original)
أسواء شركة توصيل على الإطلاق سوء تعامل وتأخير وخدمة عملاء زي الزفت",1
UPS Warehouse,Mc Devil666,Bad company totally,1
BARQ,Mesh Q,"(Translated by Google) It is forbidden for me to comment

(Original)
حرام حتى اعلق",1
BARQ,Mesh Q,"(Translated by Google) It is forbidden for me to comment

(Original)
حرام حتى اعلق",1
UPS Warehouse,Meshal A.Q.,"Garbage company, my shipment won't arrive and nobody is picking up my phone calls",1
SPL,Miada Akasha,"What a joke! 7 counters and only 1 person to serve? Abysmal. Queues are long, place is packed in Corona times, no antibacterial. Instead of ""renewing their website and branding"" maybe they should work on ACTUALLY providing a service",1
UPS Warehouse,Michael Cruz,"Delivery man was shouting, very poor eployee.. 👎",1
UPS,Michel Khoury,"The worst ever experience with UPS Saudi. Incompetent and inefficient...
Don't ever use them.
PS: They don't even deserve a star, but it's the only option.",1
UPS,Michel Khoury,"The worst ever experience with UPS Saudi. Incompetent and inefficient...
Don't ever use them.
PS: They don't even deserve a star, but it's the only option.",1
UPS Warehouse,mlk m,"The worst delivery company that i tried
No delivery ...you need to call them many time and no answer.....",1
UPS Warehouse,Moe T,The worst courier service in Saudi Arabia. The call center answer after 10-15 minutes and replied the best solution is to visit their Waterhouse! To ask about the shipment!! The tracking will show inaccurate information. Instead of receiving the shipment at home I had to visit the warehouse to receive my shipment.,1
UPS Warehouse,Moe T,The worst courier service in Saudi Arabia. The call center answer after 10-15 minutes and replied the best solution is to visit their Waterhouse! To ask about the shipment!! The tracking will show inaccurate information. Instead of receiving the shipment at home I had to visit the warehouse to receive my shipment.,1
UPS Warehouse,MOH FAW,Worst shipping company ever.,1
UPS,Moh S,"(Translated by Google) My shipment arrived a week ago, and all that week it was sitting with them in the warehouse, and every day they told me tomorrow we will deliver it to you, and if I called, I told them you did not receive it. They said, “Your address is incomplete, even though my address is complete and there is nothing wrong with it.” And in this case, it was more than a week until I ran out and went to receive it from the warehouse in Sulay. And it wasted my time, and on top of that, the customer service is very bad. If you try to call them, they do not answer you. You have to call back more than once in Arabic. If you have a shipment, do not think about receiving it through them and do not ship it through them because you are being foolish.

(Original)
الشحنة حقتي وصلت من اسبوع و طوال هالاسبوع كانت جالسه عندهم في المستودع و كل يوم يقولون لي بكره نوصلها لك واذا اتصلت قلت لهم ماجتني قالو عنوانك ناقص مع ان عنواني كامل ولا فيه اي غلط وعلى هالحال اكثر من اسبوع لين ماطفشت ورحت استلمتها من المستودع في السلي و راح علي وقتي وفوق كذا خدمة العملاء جداً سيئة اذا حاولت تتصل عليهم مايردون عليك تضطر انك ترجع تتصل اكثر من مره بالعربي اذا عندك شحنه لاتفكر تستلمها عن طريقهم ولا تشحنها عن طريقهم لانك بتتبهذل",1
UPS,Mohamad Hamad,Very bad service . Delay and no one is answering,1
UPS,Mohamad Hamad,Very bad service . Delay and no one is answering,1
UPS Warehouse,Mohamad Nagy,"Horrible service, i ordered an item from Mumzworld. It is going to be 2 weeks and they are saying that my address is incomplete where in fact I put the full address clearly when I purchased an item. I called their customer service and no one is picking up the phone.",1
UPS Warehouse,Mohamad Nagy,"Horrible service, i ordered an item from Mumzworld. It is going to be 2 weeks and they are saying that my address is incomplete where in fact I put the full address clearly when I purchased an item. I called their customer service and no one is picking up the phone.",1
UPS Warehouse,Mohamed Al Kanjo,"Very bad service. I have been waiting for my shipment since 8 days! I called customer service 7 times, every time they promise to deliver it, but they don't. You should be ashamed of yourselves. You should apologize to your customers.",1
UPS Warehouse,Mohamed Al Kanjo,"Very bad service. I have been waiting for my shipment since 8 days! I called customer service 7 times, every time they promise to deliver it, but they don't. You should be ashamed of yourselves. You should apologize to your customers.",1
UPS Warehouse,Mohamed Alyas,"15 days till now no one call me for my shipment and they didn't pick up the phone
Zero star",1
Fedex Express,Mohamed Amayrah,,1
SPL,Mohamed Askri,I don't get it .. Queue time literally 2 hours for 1 shipment.. Sad,1
UPS,Mohamed Fattouh,Terrible delivery service,1
UPS Warehouse,Mohamed Reda,Always delay the shipment and there's no effort to support customer; this not one star if I can make negative I'll,1
UPS Warehouse,Mohammad Al Marzougi,"Although my shipment was already handed to their warehouse ,
It takes a week to be delivered to me.",1
UPS Warehouse,Mohammad Alnameh,"One star is too much.
One man serving all people , you have to wait one hour or more , no body reply on phone.
I dont know why amazon is dealing with such company.",1
UPS Warehouse,Mohammad Alnameh,"One star is too much.
One man serving all people , you have to wait one hour or more , no body reply on phone.
I dont know why amazon is dealing with such company.",1
UPS Warehouse,Mohammad Hamad,The worst shipping company..,1
UPS Warehouse,Mohammad SM,"Too much wasted time there, no one to serve you.",1
UPS Warehouse,Mohammd Abdullah,The WORST company ever 👎🏻,1
UPS,mohammed abdel-aziz,Very bad service,1
UPS Warehouse,Mohammed Abdul,"Despite the fact that I was the first person who entered their office, I’m still waiting for my shipment to show up! It’s been more than an hour “currently”!!",1
UPS Warehouse,Mohammed Alquwaizani,Terrible service. They never deliver on time. They don’t answer their phones.,1
UPS,Mohammed Ebrahim,Poor service,1
UPS,mohammed ht,"(Translated by Google) I received more than 150 shipments from multiple sites and transportation companies, and the only shipment that I did not receive was via UPS, and their excuse is the lack of clarity of the address, knowing that I did not change any details in the address for all my shipments!!

(Original)
وصلتني اكثر من 150 شحنة من مواقع وشركات نقل متعددة والشحنة الوحيدة اللي ما وصلتني كانت عن طريق ups وحجتهم عدم وضوح العنوان علما بأني لم اغير أي تفاصيل بالعنوان عن جميع شحناتي!!",1
UPS Warehouse,Mohsen Aldajani,"I have dealt with this company in the past and unfortunately i have to deal with sometimes due to US companies like to use them thinking they are in the same standard as American UPS. without exaggeration, this company should be stopped from continuing such business, one star is more than they deserve...very dishonest company.",1
SPL,Momen Zakaria,"Disastrous experience, even the basics of a customer service center such as queening system   is not installed, the staff are randomly serving the customers and the tracking numbers need to be handed by hand writing",1
UPS Warehouse,mona b,"Worst experience ever, everything from the drivers to the costumer service is really bad. never deal with them again.",1
UPS,Monica Alan,"My shipment from USA reached there but they did not deliever it .Although I paid for delivery ,they are rude and lazy workers",1
Zajil Express,Morad Alshammari,"They are the only one that understand the Saudi client. You will receive SMS that they have your things. Then, you as client need to start your job to search for their location. After that, you need to come over to pay take your things and leave.",1
UPS Warehouse,Moroj Tayeb,The worst ever no one answers ever !!!!!!!!!!! So baaad if theres less then a star i would have made it,1
UPS Warehouse,Mostafa Karazoon,"This is unbelievable.. it's a package delivery company which actually don't deliver at all , I've been waiting for my package for so long , I went to their office the employee there literally told me to Google the warehouse and go pick it up by yourself.. this is just awful I will never do this again no way in hell I'm gonna deal with UPS ever again , I only wondering why is still up and running the ministry of commerce must shut it down or something !!! Unbelievable..",1
UPS Warehouse,Mostafa Karazoon,"This is unbelievable.. it's a package delivery company which actually don't deliver at all , I've been waiting for my package for so long , I went to their office the employee there literally told me to Google the warehouse and go pick it up by yourself.. this is just awful I will never do this again no way in hell I'm gonna deal with UPS ever again , I only wondering why is still up and running the ministry of commerce must shut it down or something !!! Unbelievable..",1
UPS Warehouse,Mostafa Oraby,Worst delivery experience i have ever had... unbelievable useless customer service,1
UPS Warehouse,Mostafa Oraby,Worst delivery experience i have ever had... unbelievable useless customer service,1
UPS,Mouaz Al Mahayni,"A shipping company that eats our heads with Jim Casey who borrowed a 100 USD from his friend and built a multi million company. Let me break it to you this company is Rubbish on all levels. Communication level, Call center level, Not trained employees. They are just a waste of time and money. STRONGLY Not recommended. They don't even have a complaint option on their call center automated msgs, neither on their rubbish website. They force you to hear about Jim Casey and their usless information for 100 times till one sleepy agent answer your call with no information given.",1
UPS,Mouaz Al Mahayni,"A shipping company that eats our heads with Jim Casey who borrowed a 100 USD from his friend and built a multi million company. Let me break it to you this company is Rubbish on all levels. Communication level, Call center level, Not trained employees. They are just a waste of time and money. STRONGLY Not recommended. They don't even have a complaint option on their call center automated msgs, neither on their rubbish website. They force you to hear about Jim Casey and their usless information for 100 times till one sleepy agent answer your call with no information given.",1
UPS,mrtamer science,"(Translated by Google) The worst company I have ever seen, God suffices me, and He is the best disposer of affairs. They do not start with even one star
They sent me a message on Tuesday that the shipment had arrived
Call the currency service and say talk to us tomorrow and coordinate with the representative
I call Wednesday, he says Thursday, and I wait for the representative. He calls, no one calls. He calls them. Thursday, he says, “Your package is in the warehouse. Which branch do you like? We will send it to you.” I told them Al-Alaiya. He said, “Go at 3 p.m., you get the package.” I don’t want to go on Saturday. I don’t call him. He says, “The package is in the warehouse. Come and take it.” I go to the warehouse on the Eastern Ring Road, and when I arrived. The employee said the package is there. Wait a few minutes. After 15 minutes, the employee returns and says the package is out with the representative. Go back to the loft and pick it up. Give me the name of the representative and his mobile number. I can contact him. He says no, I don’t know. I go back to the loft at 7:30 p.m. The employee locks the door as if the company was a grocery kiosk and comes from behind the door. Come tomorrow, I will understand him. I try to knock on the door coldly from behind the door. Come tomorrow, and he turns on his face and walks away 30 minutes before the closing time they wrote. God suffices me, and He is the best disposer of affairs.

(Original)
أسوء شركة شوفتها حسبي الله ونعم الوكيل ما يستهلون ولا نجمة واحدة
أرسلولي رسالة يوم الثلاثاء بأن الشحنة وصلت
أتصل بخدمة العملة يقول كلمنا غدا ونسق مع المندوب
أتصل الأربعاء يقول الخميس وانتظر المندوب يتصل ما في أحد يتصل كلمتهم الخميس يقول طردك في المستودع أي فرع تحب نرسلهولك قولتلهم العليا قال روح على الساعة 3 عصرا بتحصل الطرد وأروح ماغي أروح السبت مافي أتصل عليه يقول الطرد في المستودع تعال خده أروح المستودع بالدائري الشرقي ولما وصلت الموظف قال الطرد موجود انتظر دقائق وبعد مرور 15 دقيقة يرجع الموظف يقول الطرد طلع مع المندوب ارجع للعليا استلمه طب اعطني اسم المندوب رقم جواله أتواصل معه يقول لا ما أعرفه أرجع للعليا الساعه 7.30 م يقوم الموظف يقفل الباب بالقفل كأن الشركة كشك بقاله ويرد من ورا الباب تعال بكرة طب أفهمه أحاول أطرق بالباب بكل ببروود من ورا الباب تعال بكرة ويقلب وجهه ويمشي قبل موعد الإغلاق اللي هم كتبونه ب30 دقيقة حسبي الله ونعم الوكيل",1
UPS Warehouse,Muhammad Alsalem,Incompetent. My package was supposed to be delivered a week ago and I still haven’t gotten it. I will probably end up picking it up myself otherwise I will have to wait 5 weeks.,1
UPS Warehouse,Muhammad Alsalem,Incompetent. My package was supposed to be delivered a week ago and I still haven’t gotten it. I will probably end up picking it up myself otherwise I will have to wait 5 weeks.,1
UPS Warehouse,Muhannd,"I was supposed to get my my stuff couple days ago but with ups you will never get it on time, even if you pay for a fast delving",1
UPS,muthana obedat,"(Translated by Google) Very bad experience
I do not recommend dealing with her
This is the first and last time I deal with this terrible company
Allah is my suffice, and the best deputy
They pay you a tax on a product that was returned to the seller due to a manufacturing defect
....

(Original)
تجربه سيئة جداً
لا انصح بالتعامل معها
اول مره واخر مره اتعامل مع هذه الشركة التعبانة
حسبي الله ونعم الوكيل
يدفعونك ضريبه على منتج تم ارجاعه للبائع لوجود عيب مصنعي
....",1
UPS Warehouse,nada alobaidallah,"If eny website use  UPS company to deliver I'll prefer search for another site than deal with UPS. I called them 3 times during 5 days to give them my address and the shipment still with them..
the  worst shipping company I ever deal with.",1
UPS Warehouse,nada alobaidallah,"If eny website use  UPS company to deliver I'll prefer search for another site than deal with UPS. I called them 3 times during 5 days to give them my address and the shipment still with them..
the  worst shipping company I ever deal with.",1
SPL,Naghman Khan,"my parcel came from 4 days and people are not able to trace where they have kept it. I was told by the employee they will call me and till now there is no call from them.
new info: if we cannot find, will pay you VAT. forget about the package. WOW!!!!!! the best service in the world",1
UPS,Naj Manjome,I've had pigeons who delivered messages faster and more reliable than them. never using UPS again.,1
UPS,Naj Manjome,I've had pigeons who delivered messages faster and more reliable than them. never using UPS again.,1
UPS,naser aljuid,"(Translated by Google) It is classified as the worst shipping company in history. My shipment has not been received for two weeks and I call and it does not connect. I call a representative a week after the shipment arrives and I am 170 kilometers away from Riyadh. He says where can I deliver it to you in Riyadh, even though I specified my city and it is clear, but their invitation was rejected and disruptive to the customer. This is the last time I deal with them. .

(Original)
تصنف كأسوا شركة شحن على مر التاريخ ، شحنتي اسبوعين ما استلمتها واتصل ما يشبك واتصل على مندوب بعد وصول الشحنه بأسبوع وانا ابعد عن الرياض ١٧٠ كيلو يقول وين اوصلها لك في الرياض رغم اني محدد مدينتي وواضحه لكن استهبال الدعوه عندهم وتعطيل للعميل ، اخر مره اتعامل معهم .",1
UPS Warehouse,nawaf,"This is the worse shipping company, lazy workers and always late with delivery even for pickup, I won’t deal with them anymore 👎🏼",1
BARQ,Nawaf Alshaikh,"(Translated by Google) Shame, I swear

(Original)
عيب والله",1
BARQ,Nawaf Alshaikh,"(Translated by Google) Shame, I swear

(Original)
عيب والله",1
UPS,Nawwaf al-julaifi,I wil never deal with UPS again,1
FedEx Service Center - Dubai Internet City,Nayaz Pasha,Pathetic response and no communication whatsoever on multiple calls..,1
FedEx Service Center - Dubai Internet City,Nayaz Pasha,Pathetic response and no communication whatsoever on multiple calls..,1
UPS,Neo 81,"(Translated by Google) The worst delivery companies.

(Original)
اسوء شركات التوصيل.",1
FedEx Service Center - Dubai Internet City,Nick B,"I’ve been here twice and both times they were not open during the times that they said they would be. Additionally, it’s good practice to post holiday hours on the door when they will be closed",1
Zajil Express,Nicolette Jacobs,"No one answers phone at Zajil.  Driver said he could not deliver my package at my school but there are guards 24/7 as it is on the American consulate.  Package disappeared.  No one notified me even tho i was at the same place of delivery at the time!  I have been calling and sent 18 emails to try 'AN MAKE AN APPOINTMENT""  to do the job they were supposed to do!  BUT BECAUSE NO ONE ANSWERS THE PHONE  and you DON'T get replies for request to PICK UP MY OWN PACKAGE... I am to believe that this is my far the worst the SAUDI ARABIA has to offer.",1
UPS,Nizam NizamNKM,Very very poor services,1
UPS,NM K,"They delay the package although I called and made sure they received my phone number and double confirmed my address. I called twice and still they said address could not be found. I call them then they say come to the very far main storage area. The package was sent to me as one day shipping from the USA, it reached riyadh quickly but got stuck in main branch. Horrible service. The second worst shipping company immediately after saudi postal service .",1
UPS,NM K,"They delay the package although I called and made sure they received my phone number and double confirmed my address. I called twice and still they said address could not be found. I call them then they say come to the very far main storage area. The package was sent to me as one day shipping from the USA, it reached riyadh quickly but got stuck in main branch. Horrible service. The second worst shipping company immediately after saudi postal service .",1
Fedex Express,No one W,,1
Zajil Express,noof Alfahd,"(Translated by Google) A very failed company
I have two days to go to their branch and it is always closed!!!!
I see on Google Map that says it is open, and when I arrive, it is closed. I waited two days and the same thing? Is this branch of theirs permanently closed?
Does anyone know when we will open and receive our shipments?

(Original)
شركة فاشله جداً
لي يومين اروح فرعهم ودايم مقفل!!!!
اشوف في قوقل ماب مكتوب مفتوح ولما اوصل القاه مقفل انتظرت يومين ونفس الشيء؟ هل فرعهم هذا مغلق نهائي؟
احد يعرف متى يفتح نبي ناخذ شحناتنا؟",1
UPS Warehouse,Nourah Faris,"the worst service
worst customer service
my shipment was on hold for more than 5 days, they refused to deliver it to my house",1
UPS Warehouse,nourah nasser,The Worst company to deal with,1
UPS Warehouse,Omak Hitsome,They need to improve their works !,1
FedEx Service Center - Dubai Internet City,omar Alnuaimi,,1
Fedex Express,omar Alnuaimi,,1
UPS,Omar Q,Low quality of all their services,1
UPS,OSAMA,"(Translated by Google) The worst shipping company, I swear, and a lot of stars on them, and until now I am waiting for a shipment for me and they say that it is out for delivery, but nothing reaches me. May God help them.

(Original)
أسوأ شركة شحن والله ونجمة كثيرة عليهم والى الآن انتظر شحنة لي ويقولون انها طلعت للتوصيل ولكن لا يصل لي شيء الله لايوفقهم",1
UPS,Osama Mohammed,Really bad service😡,1
UPS,Oswaldo Dorantes,"Poor service, hope the head of this company can make something to improve or just leave this market, since is evident is out their control.",1
UPS,Oswaldo Dorantes,"Poor service, hope the head of this company can make something to improve or just leave this market, since is evident is out their control.",1
UPS,othman أعرض لكم التقييم,"(Translated by Google) I came at 5:45 pm closed

A note written on the sign next to the office closes at 8 p.m

Also, all numbers were called and there was no response

(Original)
لقد جيت الساعة 5:45 م مغلق

علماً مكتوب في اللوحة تبع المكتب يغلق الساعة 8م

وكذالك تم الإتصال على جميع الأرقام ولم يتم الرد",1
FedEx Service Center - Dubai Internet City,Padima Gorya,The worst company ever - the customer service staff just shut the phone in my face. I can’t believe how bad this communication is.,1
UPS Warehouse,PAMELA BYNES,"They are not on time with delivering your items.
It's either they don't know how to read English, or they are too lazy to Care.",1
UPS Warehouse,PAMELA BYNES,"They are not on time with delivering your items.
It's either they don't know how to read English, or they are too lazy to Care.",1
Saudi Post,Paul Allan,It's closed during working hours!,1
UPS Warehouse,Picasso :D,"Still waiting for a delivery, the parcel arrived Riyadh on Wednesday 11 pm, so it is normally to receive on Thursday, but nothing happened, and they scanned it late on Thursday, So, I have paid extra $$ for nothing. wait for Sunday. Thank you.",1
BARQ,Proc Alhada,"Mindless drivers parking in private parking without manners, occupied space of two cars. No common sense at all",1
BARQ,Proc Alhada,"Mindless drivers parking in private parking without manners, occupied space of two cars. No common sense at all",1
UPS Warehouse,PSYCHOPATHiO,"What location, in the middle of a junk yard! trying to locate them because they are late in delivery yet again.",1
UPS,Qetuo 2,"(Translated by Google) A company has flourished across the entire galaxy. And one of its employees has his zakat. If it were distributed among the people of the earth, it would be enough for them.

But they do not have to be gluttonous for those who ship with them, and now I am writing to the British Amazon and telling them to return my money to your father and the father of the person with whom I sent my shipment.

(Original)
ازفت شركة على وجه المجرة قاطبتاً. والواحد من موظفيها فيه زفاته لو وزعت على اهل الارض لكفتهم.

بس الشرهه مو عليهم الشرهه على اللي يشحنون معهم والان براسل امازون البريطاني واقل لهم ردوا فلوسي على ابوكم وابو اللي رسلتوا شحنتي معهم.",1
UPS,R A,Try to contact many time for customer service no answer at all,1
UPS,rabee mazen,"(Translated by Google) They sent me a message about the shipment being sent to the representative three times, but to no avail, which forced me to receive it from the main center in Sulay.

(Original)
ارسلوا لي رساله بخروج الشحنة مع المندوب ثلاث مرات ولكن دون جدوى، مما اضطرني لإستلامها من المركز الرئيسي بالسلي",1
UPS,Raed Al-Waili,They don't answer.,1
BARQ,Raed Ata,"(Translated by Google) They cannot be relied upon at all

(Original)
مطلقًا لايمكن الاعتماد عليهم",1
BARQ,Raed Ata,"(Translated by Google) They cannot be relied upon at all

(Original)
مطلقًا لايمكن الاعتماد عليهم",1
Zajil Express,Rahaf 99,"If there was a rating less than one star, I  would give them  it is a very bad company in terms of dealing with the customer. My shipment was lost 3 months ago and there is no response to the customer’s calls or problem solving",1
Saudi Post,Rahmat Gholam,"(Translated by Google) There is no branch at all

(Original)
لا يوجد فرع اصلاً",1
UPS Warehouse,Raji Salama,"Bad service
Poor communication
No professionalism
Delivery guy so rude
No customer service
Delay of the delivery date and time",1
UPS Warehouse,Raji Salama,"Bad service
Poor communication
No professionalism
Delivery guy so rude
No customer service
Delay of the delivery date and time",1
Fedex Express,rajib joshi,Care less service,1
UPS,Rawan Elshaer,Worst service ever. The delivery guy kept saying he’ll show up then never does. They have the worst communication ever and dont know what quality customer service is.,1
UPS,Rawan Elshaer,Worst service ever. The delivery guy kept saying he’ll show up then never does. They have the worst communication ever and dont know what quality customer service is.,1
UPS,Rawan Tajaddin,The worst customer service ever!!! They give you a guarantee that they won’t deliver your shipment when you ask for their help!! Didn’t face any establishment that is so disrespectful to clients; they lie and offer you non sense statements ; anything that irritates you.,1
UPS,Rawan Tajaddin,The worst customer service ever!!! They give you a guarantee that they won’t deliver your shipment when you ask for their help!! Didn’t face any establishment that is so disrespectful to clients; they lie and offer you non sense statements ; anything that irritates you.,1
Fedex Express,Rehan qureshi,It’s not working in my phone,1
UPS,Rey Sajulga (Rey Runs),"Worst delivery service on Earth!

My package from Extra Store is held at UPS warehouse for almost 2 weeks.

I was advised to take the package in their main depot at Exit 17!? if I wanted to take it quickly. What's the use of the shipment fee paid upon buying the product? That's pathetic.

The staff's alibi at the reception is not acceptable for a courier company that claimed as the largest delivery company.

Beware of the annoying updates in the UPS tracking system that says ""Your package is being held for a future delivery date"". The update starts from 8th, 10th, 12th, 14th, 17th, 18th and until 19th November.

UPDATE: I received my package by picking up at their branch office after 12 days upon constant follow up; whilst not to mention the time and money losses for a package paid for a shipment fee that's supposed to be deliver at my address.",1
UPS,Rey Sajulga (Rey Runs),"Worst delivery service on Earth!

My package from Extra Store is held at UPS warehouse for almost 2 weeks.

I was advised to take the package in their main depot at Exit 17!? if I wanted to take it quickly. What's the use of the shipment fee paid upon buying the product? That's pathetic.

The staff's alibi at the reception is not acceptable for a courier company that claimed as the largest delivery company.

Beware of the annoying updates in the UPS tracking system that says ""Your package is being held for a future delivery date"". The update starts from 8th, 10th, 12th, 14th, 17th, 18th and until 19th November.

UPDATE: I received my package by picking up at their branch office after 12 days upon constant follow up; whilst not to mention the time and money losses for a package paid for a shipment fee that's supposed to be deliver at my address.",1
UPS,Riyadh Delivery,"$hitty company, no respect to customers at all!!

They are even proud of themselves being the worst of worst delivery service in Riyadh!!",1
UPS,Riyadh Delivery,"$hitty company, no respect to customers at all!!

They are even proud of themselves being the worst of worst delivery service in Riyadh!!",1
Zajil Express,Ropon Tk Official,"Very bad experience, every day close ❎ any reason",1
UPS,Rund Khalaf,Worst service I have ever felt with.. No one answering the Cs calls is normal... When finally answered they send the shipment to a total other place! For 20 days I couldn't get my parcel,1
UPS,Rund Khalaf,Worst service I have ever felt with.. No one answering the Cs calls is normal... When finally answered they send the shipment to a total other place! For 20 days I couldn't get my parcel,1
UPS Warehouse,Ruslan Adamenko,"The worst carrier I've ever experienced.
I didn't choose to work with themz but Amazon ship some parcel through the ups.
So, please, if you want you parcel, make sure Amazon didn't let ups take care of it, never.
I wish this company close because of bankruptcy.",1
UPS Warehouse,Ruslan Adamenko,"The worst carrier I've ever experienced.
I didn't choose to work with themz but Amazon ship some parcel through the ups.
So, please, if you want you parcel, make sure Amazon didn't let ups take care of it, never.
I wish this company close because of bankruptcy.",1
UPS Warehouse,Ryan Callahan,Easily the worst experience I've ever had with ANY company. Period.,1
FedEx Service Center - Dubai Internet City,S.Ahmed AlAli,"The customer service in FedEx middleeast is disturbingly horrific and terrible. LOCALS and ARABIC speakers are not welcome.

My father and I, had visited the FedEx office located in Bahrain ""Muharraq"" in order to ship a package. Upon arrival me and my father greeted the FedEx representative and were answered with silence and evil looks.

We both brushed it off and stayed friendly asking him for help with shipping the envelope, and again he looked at my father with disgust and ignored him. Giving him the benefit of the doubt assuming he might not speak Arabic or English, we asked if someone can help.

He again ignored both of us only giving us cold disturbing looks, it left me and my father both confused.
My father puzzled and with innocence tried talking to him again and was immediately answered with a rude ""WAIT"" and again looked at my dad like he was trash.

Confused as to why he was treating my father this way as my dad is an elderly man and is genuinely sweet and treats everyone as his grandkids.
When I tried to speak he rudely said ""GIVE ME YOUR ID"" giving the impression he's some sort of authority figure and that we are disturbing his peace.

My father took the envelope off the table and walked out, we went into the business next door an office called ""Safeway Express"" and were immediately welcomed in Arabic and English. Within minutes we were taken care of and our package was shipped.

My father called Fedex to complain and even though he picked the option in Arabic he was answered in English, He notified the representative on the phone that he would like to complain about the FedEx employee they immediately hung up the phone on him.

I called and was answered in the same manner, during my second call at attempting to cast my complaint I finally spoke to a representative who said that someone will call the guy and ask him what happend, and someone ""might"" call me back.

4 hours after that I called again and was told that there are no FedEx managers or representatives in Bahrain that will ever speak to a customer only Dubai call center will handle this matter and that they will ask the guy what happend. It's been nearly a month and no one has called or followed up with what had happened.",1
UPS,Sa Mj,"(Translated by Google) The worst shipping company for me. They call me for four days to deliver an order and it does not happen. I tried to call them many times on their phones, but no one answers the phones. A voice message was sent with no result.
I strongly advise against dealing with them

(Original)
اسوء شركه شحن لي اربعه ايام يتصلون علي لتوصيل طلبيه ولايتم ذلك وقد حاولت الاتصال بهم العديد من المرات على هواتفهم ولكن لا احد يرد على الهواتف وقد تم ارسال رساله صوتيه بون اي نتيجه
انصح بقوه بعدم التعامل معهم",1
UPS Warehouse,Saad Mohammed,"Very bad operator, no response from several days, the UPS driver contacted me telling me  my order with him in  another city even though the address is clear and correct and I verified it via the ups website on the tracking page.",1
UPS Warehouse,Saad Mohammed,"Very bad operator, no response from several days, the UPS driver contacted me telling me  my order with him in  another city even though the address is clear and correct and I verified it via the ups website on the tracking page.",1
Saudi Post,Saeed,"(Translated by Google) Whoever puts his mobile number in Google Maps should remove his number. Put the number in and receive a call and say, “Why are you kicking a donkey?” Is there anything wrong with him or what?

(Original)
اللي حاط رقم جواله في قوقل ماب الدباب الدلخ ذا لازم يشيل رقمه حاط الرقم ويستقبل اتصال ويقول ليه تدق حمار انت ؟ ولا دلخ ولا وش ؟",1
UPS Warehouse,Saf,"Terrible tracking service. they don’t even know where the package is. I was supposed to get my package three days ago, but guess what? they have it somewhere it just seem to be not moving for unknown reasons. when I call they say everything is fine it’s coming! terrible answering machine. they also have terrible telephone you barely hear the person or you be hearing static noise. terrible customer service in every aspect.",1
UPS Warehouse,Saf,"Terrible tracking service. they don’t even know where the package is. I was supposed to get my package three days ago, but guess what? they have it somewhere it just seem to be not moving for unknown reasons. when I call they say everything is fine it’s coming! terrible answering machine. they also have terrible telephone you barely hear the person or you be hearing static noise. terrible customer service in every aspect.",1
